ID,Company Name,Industry
989,BROADCOM CORP,SEMICONDUCTORS & RELATED DEVICES [3674]
990,MFA FINANCIAL  INC.,REAL ESTATE INVESTMENT TRUSTS [6798]
991,Kansas City Southern de Mexico  S.A. de C.V.,RAILROADS  LINE-HAUL OPERATING [4011]
992,FEDERATED INVESTORS INC /PA/,INVESTMENT ADVICE [6282]
993,DigitalTown  Inc.,COMPUTER & OFFICE EQUIPMENT [3570]
994,AMERICAN STATES WATER CO,WATER SUPPLY [4941]
995,COSTAR GROUP INC,SERVICES-BUSINESS SERVICES  NEC [7389]
996,STRATEGIC HOTELS & RESORTS  INC,REAL ESTATE INVESTMENT TRUSTS [6798]
997,STRATEGIC HOTELS & RESORTS  INC,REAL ESTATE INVESTMENT TRUSTS [6798]
998,STRATEGIC HOTELS & RESORTS  INC,REAL ESTATE INVESTMENT TRUSTS [6798]
999,IDACORP INC,ELECTRIC SERVICES [4911]
1000,IDACORP INC,ELECTRIC SERVICES [4911]
1001,COGNIZANT TECHNOLOGY SOLUTIONS CORP,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1002,AMERICA FIRST MULTIFAMILY INVESTORS  L.P.,FINANCE SERVICES [6199]
1003,DIVIDEND & INCOME FUND,N/A
1004,LMI AEROSPACE INC,AIRCRAFT PART & AUXILIARY EQUIPMENT  NEC [3728]
1005,LMI AEROSPACE INC,AIRCRAFT PART & AUXILIARY EQUIPMENT  NEC [3728]
1006,POZEN INC /NC,PHARMACEUTICAL PREPARATIONS [2834]
1007,REPUBLIC SERVICES  INC.,REFUSE SYSTEMS [4953]
1008,REPUBLIC SERVICES  INC.,REFUSE SYSTEMS [4953]
1009,CARTERS INC,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL [2300]
1010,CARTERS INC,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL [2300]
1011,Silver Stream Pipeline Co. LLC,CRUDE PETROLEUM & NATURAL GAS [1311]
1012,AMERICAN FIDELITY DUAL STRATEGY FUND INC,N/A
1013,CONVERGYS CORP,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373]
1014,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,MOTOR VEHICLE PARTS & ACCESSORIES [3714]
1015,BUFFALO WILD WINGS INC,RETAIL-EATING PLACES [5812]
1016,FAIRPOINT COMMUNICATIONS INC,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813]
1017,FAIRPOINT COMMUNICATIONS INC,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813]
1018,LEXICON PHARMACEUTICALS  INC./DE,PHARMACEUTICAL PREPARATIONS [2834]
1019,LEXICON PHARMACEUTICALS  INC./DE,PHARMACEUTICAL PREPARATIONS [2834]
1020,LEXICON PHARMACEUTICALS  INC./DE,PHARMACEUTICAL PREPARATIONS [2834]
1021,Adira Energy Ltd.,OIL AND GAS FIELD EXPLORATION SERVICES [1382]
1022,ARGENTEX MINING CORP,MINING  QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400]
1023,Silver Dragon Resources Inc.,GOLD & SILVER ORES [1040]
1024,NET 1 UEPS TECHNOLOGIES INC,FUNCTIONS RELATED TO DEPOSITORY BANKING  NEC [6099]
1025,CRAILAR TECHNOLOGIES INC,MISCELLANEOUS FABRICATED TEXTILE PRODUCTS [2390]
1026,MICROMEM TECHNOLOGIES INC,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1027,LIGHTBRIDGE Corp,SERVICES-MANAGEMENT CONSULTING SERVICES [8742]
1028,MICROMEM TECHNOLOGIES INC,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1029,MICROMEM TECHNOLOGIES INC,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1030,Mindesta Inc.,GOLD & SILVER ORES [1040]
1031,INFITECH VENTURES INC,PETROLEUM REFINING [2911]
1032,MEDICAL INTERNATIONAL TECHNOLOGY INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841]
1033,American Lorain CORP,CANNED  FROZEN & PRESERVED FRUIT  VEG & FOOD SPECIALTIES [2030]
1034,Mindesta Inc.,GOLD & SILVER ORES [1040]
1035,MILLAR WESTERN FOREST PRODUCTS LTD,FORESTRY [0800]
1036,POINTS INTERNATIONAL LTD,SERVICES-BUSINESS SERVICES  NEC [7389]
1037,DLD Group  Inc.,SERVICES-PREPACKAGED SOFTWARE [7372]
1038,ARKANOVA ENERGY CORP.,DRILLING OIL & GAS WELLS [1381]
1039,NET 1 UEPS TECHNOLOGIES INC,FUNCTIONS RELATED TO DEPOSITORY BANKING  NEC [6099]
1040,AuRico Gold Inc.,GOLD & SILVER ORES [1040]
1041,HERSHA HOSPITALITY TRUST,REAL ESTATE INVESTMENT TRUSTS [6798]
1042,PEABODY ENERGY CORP,BITUMINOUS COAL & LIGNITE SURFACE MINING [1221]
1043,PEABODY ENERGY CORP,BITUMINOUS COAL & LIGNITE SURFACE MINING [1221]
1044,CENTRUS ENERGY CORP,MINING  QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400]
1045,EBAY INC,SERVICES-BUSINESS SERVICES  NEC [7389]
1046,NETFLIX INC,SERVICES-VIDEO TAPE RENTAL [7841]
1047,LKQ CORP,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES [5010]
1048,LKQ CORP,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES [5010]
1049,SOLAR3D  INC.,TELEPHONE & TELEGRAPH APPARATUS [3661]
1050,30DC  INC.,SERVICES-EDUCATIONAL SERVICES [8200]
1051,HINTO ENERGY  INC,DRILLING OIL & GAS WELLS [1381]
1052,HINTO ENERGY  INC,DRILLING OIL & GAS WELLS [1381]
1053,SOLAR3D  INC.,TELEPHONE & TELEGRAPH APPARATUS [3661]
1054,MACK CALI REALTY L P,REAL ESTATE INVESTMENT TRUSTS [6798]
1055,Infosys Ltd,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1056,Infosys Ltd,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1057,Infosys Ltd,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1058,UNITED RENTALS INC /DE,SERVICES-EQUIPMENT RENTAL & LEASING  NEC [7359]
1059,PARK OHIO INDUSTRIES INC/OH,METAL FORGING & STAMPINGS [3460]
1060,IMPLANT SCIENCES CORP,MEASURING & CONTROLLING DEVICES  NEC [3829]
1061,IMPLANT SCIENCES CORP,MEASURING & CONTROLLING DEVICES  NEC [3829]
1062,BLUCORA  INC.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374]
1063,FOXBY CORP.,N/A
1064,LENNOX INTERNATIONAL INC,AIR COND & WARM AIR HEATING EQUIP & COMM & INDL REFRIG EQUIP [3585]
1065,PAIN THERAPEUTICS INC,PHARMACEUTICAL PREPARATIONS [2834]
1066,PAIN THERAPEUTICS INC,PHARMACEUTICAL PREPARATIONS [2834]
1067,PAIN THERAPEUTICS INC,PHARMACEUTICAL PREPARATIONS [2834]
1068,CONSOL Energy Inc,BITUMINOUS COAL & LIGNITE SURFACE MINING [1221]
1069,CONSOL Energy Inc,BITUMINOUS COAL & LIGNITE SURFACE MINING [1221]
1070,CENTENE CORP,HOSPITAL & MEDICAL SERVICE PLANS [6324]
1071,CENTENE CORP,HOSPITAL & MEDICAL SERVICE PLANS [6324]
1072,CENTENE CORP,HOSPITAL & MEDICAL SERVICE PLANS [6324]
1073,CONTANGO OIL & GAS CO,CRUDE PETROLEUM & NATURAL GAS [1311]
1074,JV GROUP  INC.,OPERATORS OF NONRESIDENTIAL BUILDINGS [6512]
1075,NETWORK 1 TECHNOLOGIES INC,SERVICES-PREPACKAGED SOFTWARE [7372]
1076,Vitae Pharmaceuticals  Inc,PHARMACEUTICAL PREPARATIONS [2834]
1077,NETWORK 1 TECHNOLOGIES INC,SERVICES-PREPACKAGED SOFTWARE [7372]
1078,NETWORK 1 TECHNOLOGIES INC,SERVICES-PREPACKAGED SOFTWARE [7372]
1079,Paratek Pharmaceuticals  Inc.,PHARMACEUTICAL PREPARATIONS [2834]
1080,J2 GLOBAL  INC.,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS [4822]
1081,KINGSWAY FINANCIAL SERVICES INC,FIRE  MARINE & CASUALTY INSURANCE [6331]
1082,GOLD RESERVE INC,GOLD & SILVER ORES [1040]
1083,US CONCRETE INC,CONCRETE PRODUCTS  EXCEPT BLOCK & BRICK [3272]
1084,US CONCRETE INC,CONCRETE PRODUCTS  EXCEPT BLOCK & BRICK [3272]
1085,LCNB CORP,NATIONAL COMMERCIAL BANKS [6021]
1086,Priceline Group Inc.,SERVICES-BUSINESS SERVICES  NEC [7389]
1087,Priceline Group Inc.,SERVICES-BUSINESS SERVICES  NEC [7389]
1088,COLI VUL 2 SERIES ACCOUNT,N/A
1089,COLI VUL 2 SERIES ACCOUNT,N/A
1090,LIFE TIME FITNESS  INC.,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS [7997]
1091,INVISA INC,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT  DISPLAY  AND CONTROL [3823]
1092,INVISA INC,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT  DISPLAY  AND CONTROL [3823]
1093,INVISA INC,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT  DISPLAY  AND CONTROL [3823]
1094,NAUTILUS  INC.,[3949]
1095,EXTREME NETWORKS INC,COMPUTER COMMUNICATIONS EQUIPMENT [3576]
1096,EXTREME NETWORKS INC,COMPUTER COMMUNICATIONS EQUIPMENT [3576]
1097,NORTHSIGHT CAPITAL  INC.,BEVERAGES [2080]
1098,FULLCIRCLE REGISTRY INC,SERVICES-MOTION PICTURE THEATERS [7830]
1099,FULLCIRCLE REGISTRY INC,SERVICES-MOTION PICTURE THEATERS [7830]
1100,HEALTH ENHANCEMENT PRODUCTS INC,FOOD & KINDRED PRODUCTS [2000]
1101,AccelPath  Inc.,MEASURING & CONTROLLING DEVICES  NEC [3829]
1102,FULLCIRCLE REGISTRY INC,SERVICES-MOTION PICTURE THEATERS [7830]
1103,DAKOTA TERRITORY RESOURCE CORP,METAL MINING [1000]
1104,V Media Corp,SERVICES-ADVERTISING [7310]
1105,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT [3560]
1106,LiveReel Media CORP,SERVICES-AMUSEMENT & RECREATION SERVICES [7900]
1107,LiveReel Media CORP,SERVICES-AMUSEMENT & RECREATION SERVICES [7900]
1108,INFORMATICA CORP,SERVICES-PREPACKAGED SOFTWARE [7372]
1109,INFORMATICA CORP,SERVICES-PREPACKAGED SOFTWARE [7372]
1110,EMPIRE GLOBAL CORP.,REAL ESTATE [6500]
1111,EMPIRE GLOBAL CORP.,REAL ESTATE [6500]
1112,EMPIRE GLOBAL CORP.,REAL ESTATE [6500]
1113,EMPIRE GLOBAL CORP.,REAL ESTATE [6500]
1114,WELLS FARGO FUNDS TRUST,N/A
1115,WELLS FARGO FUNDS TRUST,N/A
1116,WELLS FARGO FUNDS TRUST,N/A
1117,WELLS FARGO FUNDS TRUST,N/A
1118,WELLS FARGO FUNDS TRUST,N/A
1119,WELLS FARGO FUNDS TRUST,N/A
1120,WELLS FARGO FUNDS TRUST,N/A
1121,WELLS FARGO FUNDS TRUST,N/A
1122,WELLS FARGO FUNDS TRUST,N/A
1123,WELLS FARGO MASTER TRUST,N/A
1124,WELLS FARGO FUNDS TRUST,N/A
1125,WELLS FARGO VARIABLE TRUST,N/A
1126,WELLS FARGO FUNDS TRUST,N/A
1127,WELLS FARGO MASTER TRUST,N/A
1128,WELLS FARGO ADVANTAGE INCOME OPPORTUNITIES FUND,N/A
1129,WELLS FARGO ADVANTAGE MULTI-SECTOR INCOME FUND,N/A
1130,Viking Mutual Funds,N/A
1131,TEAM HEALTH HOLDINGS INC.,SERVICES-HELP SUPPLY SERVICES [7363]
1132,TEAM HEALTH HOLDINGS INC.,SERVICES-HELP SUPPLY SERVICES [7363]
1133,XRS Corp,ELECTRONIC COMPUTERS [3571]
1134,ZAP COM CORP,SERVICES-ADVERTISING [7310]
1135,NUVEEN MULTISTATE TRUST II /MA/,N/A
1136,NUVEEN STRATEGY FUNDS  INC.,N/A
1137,NUVEEN INVESTMENT TRUST,N/A
1138,NUVEEN INVESTMENT TRUST II,N/A
1139,NUVEEN CALIFORNIA AMT-FREE MUNICIPAL INCOME FUND,N/A
1140,NUVEEN CALIFORNIA DIVIDEND ADVANTAGE MUNICIPAL FUND,N/A
1141,NUVEEN CALIFORNIA DIVIDEND ADVANTAGE MUNICIPAL FUND 2,N/A
1142,NUVEEN CALIFORNIA DIVIDEND ADVANTAGE MUNICIPAL FUND 3,N/A
1143,DAVIS VARIABLE ACCOUNT FUND INC,N/A
1144,1 800 FLOWERS COM INC,RETAIL-RETAIL STORES  NEC [5990]
1145,ENCORE CAPITAL GROUP INC,SHORT-TERM BUSINESS CREDIT INSTITUTIONS [6153]
1146,LIBERTY STAR URANIUM & METALS CORP.,METAL MINING [1000]
1147,QWICK MEDIA INC.,SERVICES-PREPACKAGED SOFTWARE [7372]
1148,DHT Holdings  Inc.,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT [4412]
1149,TIBCO SOFTWARE INC,SERVICES-PREPACKAGED SOFTWARE [7372]
1150,PUGET SOUND ENERGY INC,ELECTRIC SERVICES [4911]
1151,BROADSOFT  INC.,SERVICES-PREPACKAGED SOFTWARE [7372]
1152,BROADSOFT  INC.,SERVICES-PREPACKAGED SOFTWARE [7372]
1153,PENGROWTH ENERGY Corp,CRUDE PETROLEUM & NATURAL GAS [1311]
1154,CLECO CORP,ELECTRIC SERVICES [4911]
1155,CLECO CORP,ELECTRIC SERVICES [4911]
1156,CLECO CORP,ELECTRIC SERVICES [4911]
1157,CLECO CORP,ELECTRIC SERVICES [4911]
1158,CLECO CORP,ELECTRIC SERVICES [4911]
1159,CLECO CORP,ELECTRIC SERVICES [4911]
1160,CLECO CORP,ELECTRIC SERVICES [4911]
1161,CLECO CORP,ELECTRIC SERVICES [4911]
1162,CLECO CORP,ELECTRIC SERVICES [4911]
1163,CLECO CORP,ELECTRIC SERVICES [4911]
1164,CLECO CORP,ELECTRIC SERVICES [4911]
1165,CLECO CORP,ELECTRIC SERVICES [4911]
1166,CLECO CORP,ELECTRIC SERVICES [4911]
1167,OMNOVA SOLUTIONS INC,FABRICATED RUBBER PRODUCTS  NEC [3060]
1168,UNITED PARCEL SERVICE INC,TRUCKING & COURIER SERVICES (NO AIR) [4210]
1169,BLUE NILE INC,RETAIL-JEWELRY STORES [5944]
1170,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,N/A
1171,CHARTER COMMUNICATIONS  INC. /MO/,CABLE & OTHER PAY TELEVISION SERVICES [4841]
1172,CHARTER COMMUNICATIONS  INC. /MO/,CABLE & OTHER PAY TELEVISION SERVICES [4841]
1173,CHARTER COMMUNICATIONS  INC. /MO/,CABLE & OTHER PAY TELEVISION SERVICES [4841]
1174,CHARTER COMMUNICATIONS  INC. /MO/,CABLE & OTHER PAY TELEVISION SERVICES [4841]
1175,CHARTER COMMUNICATIONS  INC. /MO/,CABLE & OTHER PAY TELEVISION SERVICES [4841]
1176,MARTHA STEWART LIVING OMNIMEDIA INC,PERIODICALS:  PUBLISHING OR PUBLISHING AND PRINTING [2721]
1177,CIRCOR INTERNATIONAL INC,MISCELLANEOUS FABRICATED METAL PRODUCTS [3490]
1178,WORLD WRESTLING ENTERTAINMENTINC,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812]
1179,WORLD WRESTLING ENTERTAINMENTINC,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812]
1180,WORLD WRESTLING ENTERTAINMENTINC,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812]
1181,CHEMBIO DIAGNOSTICS  INC.,PHARMACEUTICAL PREPARATIONS [2834]
1182,CHEMBIO DIAGNOSTICS  INC.,PHARMACEUTICAL PREPARATIONS [2834]
1183,CHEMBIO DIAGNOSTICS  INC.,PHARMACEUTICAL PREPARATIONS [2834]
1184,DEXCOM INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841]
1185,DEXCOM INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841]
1186,RAINMAKER SYSTEMS INC,SERVICES-MANAGEMENT SERVICES [8741]
1187,RAINMAKER SYSTEMS INC,SERVICES-MANAGEMENT SERVICES [8741]
1188,TELEDYNE TECHNOLOGIES INC,SEARCH  DETECTION  NAVIGATION  GUIDANCE  AERONAUTICAL SYS [3812]
1189,TELEDYNE TECHNOLOGIES INC,SEARCH  DETECTION  NAVIGATION  GUIDANCE  AERONAUTICAL SYS [3812]
1190,RUDOLPH TECHNOLOGIES INC,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT  DISPLAY  AND CONTROL [3823]
1191,FINISAR CORP,SEMICONDUCTORS & RELATED DEVICES [3674]
1192,TITANIUM UNIVERSAL LIFE VARIABLE ACCOUNT,N/A
1193,TITANIUM ANNUITY VARIABLE ACCOUNT,N/A
1194,UNITED INVESTORS ADVANTAGE GOLD VARIABLE ACCOUNT,N/A
1195,WEB.COM GROUP  INC.,SERVICES-PREPACKAGED SOFTWARE [7372]
1196,PORTAGE BIOTECH INC.,CRUDE PETROLEUM & NATURAL GAS [1311]
1197,PORTAGE BIOTECH INC.,CRUDE PETROLEUM & NATURAL GAS [1311]
1198,ISTAR FINANCIAL INC,REAL ESTATE INVESTMENT TRUSTS [6798]
1199,CYTORI THERAPEUTICS  INC.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841]
1200,CYTORI THERAPEUTICS  INC.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841]
1201,Geeknet  Inc,RETAIL-RETAIL STORES  NEC [5990]
1202,INTERSIL CORP/DE,SEMICONDUCTORS & RELATED DEVICES [3674]
1203,INTERSIL CORP/DE,SEMICONDUCTORS & RELATED DEVICES [3674]
1204,MARKEL CORP,FIRE  MARINE & CASUALTY INSURANCE [6331]
1205,VECTREN CORP,GAS & OTHER SERVICES COMBINED [4932]
1206,GS ENVIROSERVICES  INC.,REFUSE SYSTEMS [4953]
1207,AOXING PHARMACEUTICAL COMPANY  INC.,PHARMACEUTICAL PREPARATIONS [2834]
1208,VILLAGE SUPER MARKET INC,RETAIL-GROCERY STORES [5411]
1209,GS ENVIROSERVICES  INC.,REFUSE SYSTEMS [4953]
1210,GS ENVIROSERVICES  INC.,REFUSE SYSTEMS [4953]
1211,SPECTRAL CAPITAL Corp,SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374]
1212,ALIGN TECHNOLOGY INC,ORTHOPEDIC  PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842]
1213,FIDELITY D & D BANCORP INC,NATIONAL COMMERCIAL BANKS [6021]
1214,FIDELITY D & D BANCORP INC,NATIONAL COMMERCIAL BANKS [6021]
1215,ONCOR ELECTRIC DELIVERY TRANSITION BOND CO LLC,ASSET-BACKED SECURITIES [6189]
1216,ARRAY BIOPHARMA INC,PHARMACEUTICAL PREPARATIONS [2834]
1217,ARRAY BIOPHARMA INC,PHARMACEUTICAL PREPARATIONS [2834]
1218,ARRAY BIOPHARMA INC,PHARMACEUTICAL PREPARATIONS [2834]
1219,ALLIANCE DATA SYSTEMS CORP,SERVICES-BUSINESS SERVICES  NEC [7389]
1220,ALLIANCE DATA SYSTEMS CORP,SERVICES-BUSINESS SERVICES  NEC [7389]
1221,CONVERSANT  INC.,SERVICES-ADVERTISING AGENCIES [7311]
1222,ALLIANCE DATA SYSTEMS CORP,SERVICES-BUSINESS SERVICES  NEC [7389]
1223,CONVERSANT  INC.,SERVICES-ADVERTISING AGENCIES [7311]
1224,CONVERSANT  INC.,SERVICES-ADVERTISING AGENCIES [7311]
1225,CONVERSANT  INC.,SERVICES-ADVERTISING AGENCIES [7311]
1226,CONVERSANT  INC.,SERVICES-ADVERTISING AGENCIES [7311]
1227,ALLIANCE DATA SYSTEMS CORP,SERVICES-BUSINESS SERVICES  NEC [7389]
1228,WORLD FINANCIAL NETWORK CREDIT CARD MASTER TRUST,ASSET-BACKED SECURITIES [6189]
1229,ENTEGRIS INC,PLASTICS PRODUCTS  NEC [3089]
1230,DELTA APPAREL  INC,WHOLESALE-APPAREL  PIECE GOODS & NOTIONS [5130]
1231,ZHONE TECHNOLOGIES INC,TELEPHONE & TELEGRAPH APPARATUS [3661]
1232,EarthLink Holdings Corp.,SERVICES-COMPUTER PROGRAMMING  DATA PROCESSING  ETC. [7370]
1233,REPLICEL LIFE SCIENCES INC.,GOLD & SILVER ORES [1040]
1234,ZBB ENERGY CORP,ELECTRIC SERVICES [4911]
1235,REPLICEL LIFE SCIENCES INC.,GOLD & SILVER ORES [1040]
1236,NOVAGOLD RESOURCES INC,GOLD & SILVER ORES [1040]
1237,NOVAGOLD RESOURCES INC,GOLD & SILVER ORES [1040]
1238,REPLICEL LIFE SCIENCES INC.,GOLD & SILVER ORES [1040]
1239,ZBB ENERGY CORP,ELECTRIC SERVICES [4911]
1240,THERAVANCE INC,PHARMACEUTICAL PREPARATIONS [2834]
1241,BESRA GOLD INC.,METAL MINING [1000]
1242,MEDICURE INC,PHARMACEUTICAL PREPARATIONS [2834]
1243,THERAVANCE INC,PHARMACEUTICAL PREPARATIONS [2834]
1244,ALMADEN MINERALS LTD,METAL MINING [1000]
1245,NOVAGOLD RESOURCES INC,GOLD & SILVER ORES [1040]
1246,BROOKFIELD ASSET MANAGEMENT INC.,OPERATORS OF NONRESIDENTIAL BUILDINGS [6512]
1247,PRECISION DRILLING Corp,DRILLING OIL & GAS WELLS [1381]
1248,PRECISION DRILLING Corp,DRILLING OIL & GAS WELLS [1381]
1249,REPLICEL LIFE SCIENCES INC.,GOLD & SILVER ORES [1040]
1250,THERAVANCE INC,PHARMACEUTICAL PREPARATIONS [2834]
1251,CALLIDUS SOFTWARE INC,SERVICES-COMPUTER PROGRAMMING SERVICES [7371]
1252,CAPELLA EDUCATION CO,SERVICES-EDUCATIONAL SERVICES [8200]
1253,BROADVIEW NETWORKS HOLDINGS INC,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813]
1254,NORTHERN OIL & GAS  INC.,CRUDE PETROLEUM & NATURAL GAS [1311]
1255,MATERION Corp,METAL FORGING & STAMPINGS [3460]
1256,MATERION Corp,METAL FORGING & STAMPINGS [3460]
1257,GENETIC TECHNOLOGIES LTD,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836]
1258,ABENGOA  S.A.,SERVICES-ENGINEERING SERVICES [8711]
1259,ARES MANAGEMENT LP,INVESTMENT ADVICE [6282]
1260,AllianzGI NFJ DIVIDEND  INTEREST & PREMIUM STRATEGY FUND,LOAN BROKERS [6163]
1261,ARES MANAGEMENT LP,INVESTMENT ADVICE [6282]
1262,GENETIC TECHNOLOGIES LTD,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836]
1263,LIONBRIDGE TECHNOLOGIES INC /DE/,SERVICES-BUSINESS SERVICES  NEC [7389]
1264,Trovagene  Inc.,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836]
1265,FOSTER WHEELER AG,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS [1600]
1266,DOVER DOWNS GAMING & ENTERTAINMENT INC,SERVICES-AMUSEMENT & RECREATION SERVICES [7900]
1267,PROFUNDS,N/A
1268,PIMCO INCOME STRATEGY FUND,N/A
1269,COLUMBIA FUNDS SERIES TRUST,N/A
1270,TURNER FUNDS,N/A
1271,RestorGenex Corp,PHARMACEUTICAL PREPARATIONS [2834]
1272,PRUDENTIALS GIBRALTAR FUND,N/A
1273,RestorGenex Corp,PHARMACEUTICAL PREPARATIONS [2834]
1274,FIVE STAR QUALITY CARE INC,SERVICES-SKILLED NURSING CARE FACILITIES [8051]
1275,GSI TECHNOLOGY INC,SEMICONDUCTORS & RELATED DEVICES [3674]
1276,NRG ENERGY  INC.,ELECTRIC SERVICES [4911]
1277,DTS  INC.,PATENT OWNERS & LESSORS [6794]
1278,EPIRUS Biopharmaceuticals  Inc.,PHARMACEUTICAL PREPARATIONS [2834]
1279,tw telecom inc.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813]
1280,FOSTER WHEELER AG,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS [1600]
1281,CAPSTONE TURBINE Corp,ENGINES & TURBINES [3510]
1282,Huntsman CORP,CHEMICALS & ALLIED PRODUCTS [2800]
1283,FOSTER WHEELER AG,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS [1600]
1284,FOSTER WHEELER AG,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS [1600]
1285,SIMON PROPERTY GROUP L P /DE/,REAL ESTATE INVESTMENT TRUSTS [6798]
1286,AXCELIS TECHNOLOGIES INC,SPECIAL INDUSTRY MACHINERY  NEC [3559]
1287,Voya VARIABLE PORTFOLIOS INC,N/A
1288,Voya PARTNERS INC,N/A
1289,OI S.A.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813]
1290,EAGLE BANCORP INC,STATE COMMERCIAL BANKS [6022]
1291,EAGLE BANCORP INC,STATE COMMERCIAL BANKS [6022]
1292,Voya VARIABLE PORTFOLIOS INC,N/A
1293,Voya PARTNERS INC,N/A
1294,Voya FUNDS TRUST,N/A
1295,NUVEEN QUALITY PREFERRED INCOME FUND,N/A
1296,NUVEEN QUALITY PREFERRED INCOME FUND 2,N/A
1297,NUVEEN QUALITY PREFERRED INCOME FUND 3,N/A
1298,NUVEEN SENIOR INCOME FUND,N/A
1299,Nuveen Credit Strategies Income Fund,N/A
1300,Nuveen Preferred Income Opportunities Fund,N/A
1301,Pernix Group  Inc.,GEN BUILDING CONTRACTORS - RESIDENTIAL BUILDINGS [1520]
1302,CNH CAPITAL RECEIVABLES LLC,ASSET-BACKED SECURITIES [6189]
1303,ROCKWELL MEDICAL  INC.,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845]
